código,NOME,ESCALAS:
436,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00...,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00...
437,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00....,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00....
438,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00.....,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00.....
439,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00.,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00.
440,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00..,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00..
441,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00...,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00...
442,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00....,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00....
443,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00.....,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00.....
444,0012 SEG A SAB DAS 08:00 AS 14:00:20.,0012 SEG A SAB DAS 08:00 AS 14:00:20.
445,0012 SEG A SAB DAS 08:00 AS 14:00:20..,0012 SEG A SAB DAS 08:00 AS 14:00:20..
446,0012 SEG A SAB DAS 08:00 AS 14:00:20...,0012 SEG A SAB DAS 08:00 AS 14:00:20...
447,0012 SEG A SAB DAS 08:00 AS 14:00:20....,0012 SEG A SAB DAS 08:00 AS 14:00:20....
448,0012 SEG A SAB DAS 08:00 AS 14:00:20.....,0012 SEG A SAB DAS 08:00 AS 14:00:20.....
449,0013 SEG A SAB DAS 13:40 AS 20:00.,0013 SEG A SAB DAS 13:40 AS 20:00.
450,0013 SEG A SAB DAS 13:40 AS 20:00..,0013 SEG A SAB DAS 13:40 AS 20:00..
451,0013 SEG A SAB DAS 13:40 AS 20:00...,0013 SEG A SAB DAS 13:40 AS 20:00...
452,0013 SEG A SAB DAS 13:40 AS 20:00....,0013 SEG A SAB DAS 13:40 AS 20:00....
453,0013 SEG A SAB DAS 13:40 AS 20:00.....,0013 SEG A SAB DAS 13:40 AS 20:00.....
454,0014 SEG A SAB DAS 15:40 AS 22:00.,0014 SEG A SAB DAS 15:40 AS 22:00.
455,0014 SEG A SAB DAS 15:40 AS 22:00..,0014 SEG A SAB DAS 15:40 AS 22:00..
456,0014 SEG A SAB DAS 15:40 AS 22:00...,0014 SEG A SAB DAS 15:40 AS 22:00...
457,0014 SEG A SAB DAS 15:40 AS 22:00....,0014 SEG A SAB DAS 15:40 AS 22:00....
458,0014 SEG A SAB DAS 15:40 AS 22:00.....,0014 SEG A SAB DAS 15:40 AS 22:00.....
459,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00.,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00.
460,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00..,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00..
461,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00...,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00...
462,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00....,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00....
463,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00.....,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00.....
464,0016 SEG A SEX 07:00 AS 17:00.,0016 SEG A SEX 07:00 AS 17:00.
465,0016 SEG A SEX 07:00 AS 17:00..,0016 SEG A SEX 07:00 AS 17:00..
466,0016 SEG A SEX 07:00 AS 17:00...,0016 SEG A SEX 07:00 AS 17:00...
467,0016 SEG A SEX 07:00 AS 17:00....,0016 SEG A SEX 07:00 AS 17:00....
468,0016 SEG A SEX 07:00 AS 17:00.....,0016 SEG A SEX 07:00 AS 17:00.....
469,0017 SEG A SEX DAS 14:00 AS 22:00.,0017 SEG A SEX DAS 14:00 AS 22:00.
470,0017 SEG A SEX DAS 14:00 AS 22:00..,0017 SEG A SEX DAS 14:00 AS 22:00..
471,0017 SEG A SEX DAS 14:00 AS 22:00...,0017 SEG A SEX DAS 14:00 AS 22:00...
472,0017 SEG A SEX DAS 14:00 AS 22:00....,0017 SEG A SEX DAS 14:00 AS 22:00....
473,0017 SEG A SEX DAS 14:00 AS 22:00.....,0017 SEG A SEX DAS 14:00 AS 22:00.....
474,0018 SEG A SEX DAS 22:00 AS 06:00.,0018 SEG A SEX DAS 22:00 AS 06:00.
475,0018 SEG A SEX DAS 22:00 AS 06:00..,0018 SEG A SEX DAS 22:00 AS 06:00..
476,0018 SEG A SEX DAS 22:00 AS 06:00...,0018 SEG A SEX DAS 22:00 AS 06:00...
477,0018 SEG A SEX DAS 22:00 AS 06:00....,0018 SEG A SEX DAS 22:00 AS 06:00....
478,0018 SEG A SEX DAS 22:00 AS 06:00.....,0018 SEG A SEX DAS 22:00 AS 06:00.....
479,0020 SEG A SEX DAS 09:00 AS 16:00.,0020 SEG A SEX DAS 09:00 AS 16:00.
480,0020 SEG A SEX DAS 09:00 AS 16:00..,0020 SEG A SEX DAS 09:00 AS 16:00..
481,0020 SEG A SEX DAS 09:00 AS 16:00...,0020 SEG A SEX DAS 09:00 AS 16:00...
482,0020 SEG A SEX DAS 09:00 AS 16:00....,0020 SEG A SEX DAS 09:00 AS 16:00....
483,0020 SEG A SEX DAS 09:00 AS 16:00.....,0020 SEG A SEX DAS 09:00 AS 16:00.....
484,0021 SEG/QUI 07:00 AS 17:00 HS.,0021 SEG/QUI 07:00 AS 17:00 HS.
485,0021 SEG/QUI 07:00 AS 17:00 HS..,0021 SEG/QUI 07:00 AS 17:00 HS..
486,0021 SEG/QUI 07:00 AS 17:00 HS...,0021 SEG/QUI 07:00 AS 17:00 HS...
487,0021 SEG/QUI 07:00 AS 17:00 HS....,0021 SEG/QUI 07:00 AS 17:00 HS....
488,0021 SEG/QUI 07:00 AS 17:00 HS.....,0021 SEG/QUI 07:00 AS 17:00 HS.....
489,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00.,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00.
490,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00..,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00..
491,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00...,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00...
492,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00....,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00....
493,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00.....,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00.....
494,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00.,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00.
495,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00..,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00..
496,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00...,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00...
497,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00....,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00....
498,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00.....,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00.....
499,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H.,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H.
500,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H..,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H..
501,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H...,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H...
502,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H....,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H....
503,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H.....,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H.....
504,0025 SEG A SAB 09:00 AS 15:00:20.,0025 SEG A SAB 09:00 AS 15:00:20.
505,0025 SEG A SAB 09:00 AS 15:00:20..,0025 SEG A SAB 09:00 AS 15:00:20..
506,0025 SEG A SAB 09:00 AS 15:00:20...,0025 SEG A SAB 09:00 AS 15:00:20...
507,0025 SEG A SAB 09:00 AS 15:00:20....,0025 SEG A SAB 09:00 AS 15:00:20....
508,0025 SEG A SAB 09:00 AS 15:00:20.....,0025 SEG A SAB 09:00 AS 15:00:20.....
509,0026 7:00 11:00 / 13:00 17:00.,0026 7:00 11:00 / 13:00 17:00.
510,0026 7:00 11:00 / 13:00 17:00..,0026 7:00 11:00 / 13:00 17:00..
511,0026 7:00 11:00 / 13:00 17:00...,0026 7:00 11:00 / 13:00 17:00...
512,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00.,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00.
513,0026 7:00 11:00 / 13:00 17:00....,0026 7:00 11:00 / 13:00 17:00....
514,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00...,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00...
515,0026 7:00 11:00 / 13:00 17:00.....,0026 7:00 11:00 / 13:00 17:00.....
516,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00..,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00..
517,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00..,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00..
518,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00...,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00...
519,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00....,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00....
520,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00....,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00....
521,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00.,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00.
522,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00..,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00..
523,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00...,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00...
524,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00....,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00....
525,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00.....,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00.....
526,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00.....,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00.....
527,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00.....,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00.....
528,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00.,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00.
529,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00..,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00..
530,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00......,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00......
531,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00....,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00....
532,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00.,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00.
533,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00..,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00..
534,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00...,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00...
535,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00....,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00....
536,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00.....,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00.....
537,0031 SEG A SEX 13:00 AS 22:00.,0031 SEG A SEX 13:00 AS 22:00.
538,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00...,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00...
539,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00.....,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00.....
540,0031 SEG A SEX 13:00 AS 22:00..,0031 SEG A SEX 13:00 AS 22:00..
541,0031 SEG A SEX 13:00 AS 22:00...,0031 SEG A SEX 13:00 AS 22:00...
542,0031 SEG A SEX 13:00 AS 22:00....,0031 SEG A SEX 13:00 AS 22:00....
543,0031 SEG A SEX 13:00 AS 22:00.....,0031 SEG A SEX 13:00 AS 22:00.....
544,0032 SEG A SAB 07:00 AS 15:00:20.,0032 SEG A SAB 07:00 AS 15:00:20.
545,0032 SEG A SAB 07:00 AS 15:00:20..,0032 SEG A SAB 07:00 AS 15:00:20..
546,0032 SEG A SAB 07:00 AS 15:00:20...,0032 SEG A SAB 07:00 AS 15:00:20...
547,0032 SEG A SAB 07:00 AS 15:00:20....,0032 SEG A SAB 07:00 AS 15:00:20....
548,0032 SEG A SAB 07:00 AS 15:00:20.....,0032 SEG A SAB 07:00 AS 15:00:20.....
549,0033 SEG A SAB 13 HS AS 21:20.,0033 SEG A SAB 13 HS AS 21:20.
550,0033 SEG A SAB 13 HS AS 21:20..,0033 SEG A SAB 13 HS AS 21:20..
551,0033 SEG A SAB 13 HS AS 21:20...,0033 SEG A SAB 13 HS AS 21:20...
552,0033 SEG A SAB 13 HS AS 21:20....,0033 SEG A SAB 13 HS AS 21:20....
553,0033 SEG A SAB 13 HS AS 21:20.....,0033 SEG A SAB 13 HS AS 21:20.....
554,0034 6X1 5X2 07:00 AS 17:00.,0034 6X1 5X2 07:00 AS 17:00.
555,0034 6X1 5X2 07:00 AS 17:00...,0034 6X1 5X2 07:00 AS 17:00...
556,0034 6X1 5X2 07:00 AS 17:00....,0034 6X1 5X2 07:00 AS 17:00....
557,0034 6X1 5X2 07:00 AS 17:00......,0034 6X1 5X2 07:00 AS 17:00......
558,0034 6X1 5X2 07:00 AS 17:00.....,0034 6X1 5X2 07:00 AS 17:00.....
559,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00.,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00.
560,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00..,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00..
561,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00...,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00...
562,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00....,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00....
563,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00......,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00......
564,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00.....,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00.....
565,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00....,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00....
566,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00...,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00...
567,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00..,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00..
568,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00.,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00.
569,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00.,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00.
570,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00..,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00..
571,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00...,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00...
572,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00....,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00....
573,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00.....,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00.....
574,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00.....,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00.....
575,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00....,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00....
576,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00......,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00......
577,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00..,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00..
578,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00.,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00.
579,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00.,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00.
580,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00..,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00..
581,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00...,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00...
582,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00....,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00....
583,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00.....,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00.....
584,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00.,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00.
585,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00..,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00..
586,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00...,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00...
587,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00....,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00....
588,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00.....,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00.....
589,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00.,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00.
590,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00..,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00..
591,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00...,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00...
592,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00....,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00....
593,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00.....,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00.....
594,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00.,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00.
595,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00..,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00..
596,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00....,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00....
597,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00...,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00...
598,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00.....,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00.....
599,0053 12X36 DIURNO 07:00 AS 19:00.,0053 12X36 DIURNO 07:00 AS 19:00.
600,0053 12X36 DIURNO 07:00 AS 19:00,0053 12X36 DIURNO 07:00 AS 19:00
601,0053 12X36 DIURNO 07:00 AS 19:00...,0053 12X36 DIURNO 07:00 AS 19:00...
602,0053 12X36 DIURNO 07:00 AS 19:00....,0053 12X36 DIURNO 07:00 AS 19:00....
603,0053 12X36 DIURNO 07:00 AS 19:00.....,0053 12X36 DIURNO 07:00 AS 19:00.....
604,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30.,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30.
605,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30..,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30..
606,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30...,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30...
607,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30....,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30....
608,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30.....,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30.....
609,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00.,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00.
610,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00..,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00..
611,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00...,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00...
612,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00....,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00....
613,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00......,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00......
614,0044 07:00 12:00 / 13:15 17:00.,0044 07:00 12:00 / 13:15 17:00.
615,0044 07:00 12:00 / 13:15 17:00..,0044 07:00 12:00 / 13:15 17:00..
616,0044 07:00 12:00 / 13:15 17:00...,0044 07:00 12:00 / 13:15 17:00...
617,0044 07:00 12:00 / 13:15 17:00.....,0044 07:00 12:00 / 13:15 17:00.....
618,0044 07:00 12:00 / 13:15 17:00....,0044 07:00 12:00 / 13:15 17:00....
619,0090 SEG A SEX DAS 12:00 AS 21:00.,0090 SEG A SEX DAS 12:00 AS 21:00.
620,0090 SEG A SEX DAS 12:00 AS 21:00..,0090 SEG A SEX DAS 12:00 AS 21:00..
621,0090 SEG A SEX DAS 12:00 AS 21:00...,0090 SEG A SEX DAS 12:00 AS 21:00...
622,0090 SEG A SEX DAS 12:00 AS 21:00.....,0090 SEG A SEX DAS 12:00 AS 21:00.....
623,0090 SEG A SEX DAS 12:00 AS 21:00......,0090 SEG A SEX DAS 12:00 AS 21:00......
624,0045 SEG A SAB 15:00 AS 22:00.,0045 SEG A SAB 15:00 AS 22:00.
625,0045 SEG A SAB 15:00 AS 22:00..,0045 SEG A SAB 15:00 AS 22:00..
626,0045 SEG A SAB 15:00 AS 22:00...,0045 SEG A SAB 15:00 AS 22:00...
627,0045 SEG A SAB 15:00 AS 22:00....,0045 SEG A SAB 15:00 AS 22:00....
628,0045 SEG A SAB 15:00 AS 22:00.....,0045 SEG A SAB 15:00 AS 22:00.....
629,0071 12X36 DAS 12:00:00 AS 00:00:00..,0071 12X36 DAS 12:00:00 AS 00:00:00..
630,0071 12X36 DAS 12:00:00 AS 00:00:00...,0071 12X36 DAS 12:00:00 AS 00:00:00...
631,0071 12X36 DAS 12:00:00 AS 00:00:00....,0071 12X36 DAS 12:00:00 AS 00:00:00....
632,0071 12X36 DAS 12:00:00 AS 00:00:00.....,0071 12X36 DAS 12:00:00 AS 00:00:00.....
633,0071 12X36 DAS 12:00:00 AS 00:00:00.......,0071 12X36 DAS 12:00:00 AS 00:00:00.......
634,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00.,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00.
635,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00..,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00..
636,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00...,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00...
637,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00 ....,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00 ....
638,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00.....,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00.....
639,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00..,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00..
640,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00...,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00...
